date,daily,index
2020-03-17,5.995484949047931,S&P500
2020-03-18,-5.183076244094559,S&P500
2020-03-19,0.47078080724886157,S&P500
2020-03-20,-4.335951242408568,S&P500
2020-03-23,-2.929386802358504,S&P500
2020-03-24,9.382773987446068,S&P500
2020-03-25,1.1535011665884471,S&P500
2020-03-26,6.24141629843609,S&P500
2020-03-27,-3.3687352317337576,S&P500
2020-03-30,3.35160092277164,S&P500
2020-03-31,-1.6012721744140603,S&P500
2020-04-01,-4.414243037211552,S&P500
2020-04-02,2.2829347095729653,S&P500
2020-04-03,-1.513712512700869,S&P500
2020-04-06,7.033131894499794,S&P500
2020-04-07,-0.1603052960193241,S&P500
2020-04-08,3.405645274589771,S&P500
2020-04-09,1.4487410195618924,S&P500
2020-04-13,-1.010466062788388,S&P500
2020-04-14,3.0572589223390816,S&P500
2020-04-15,-2.2030438817243505,S&P500
2020-04-16,0.5816689676367476,S&P500
2020-04-17,2.6793594930297306,S&P500
2020-04-20,-1.7881048210862875,S&P500
2020-04-21,-3.067479551261075,S&P500
2020-04-22,2.2930247700439743,S&P500
2020-04-23,-0.05394222033908555,S&P500
2020-04-24,1.391805715848713,S&P500
2020-04-27,1.4714069723394012,S&P500
2020-04-28,-0.524238038994457,S&P500
2020-04-29,2.658391621276842,S&P500
2020-04-30,-0.9212446260728998,S&P500
2020-05-01,-2.805903417696367,S&P500
2020-05-04,0.42498274870061875,S&P500
2020-05-05,0.9040556326081745,S&P500
2020-05-06,-0.6979410206169643,S&P500
2020-05-07,1.1504630601302208,S&P500
2020-05-08,1.6871538841735756,S&P500
2020-05-11,0.01330780235781699,S&P500
2020-05-12,-2.050031745706554,S&P500
2020-05-13,-1.7462724540040542,S&P500
2020-05-14,1.152482269503546,S&P500
2020-05-15,0.39263631901840684,S&P500
2020-05-18,3.150119165539631,S&P500
2020-05-19,-1.0484399295383786,S&P500
2020-05-20,1.6651100256048637,S&P500
2020-05-21,-0.7773596188000853,S&P500
2020-05-22,-0.2889601856905323,S&P500
2020-01-02,1.1499196339400868,Shanghai Stocks Exchange (SSEC)
2020-01-03,-0.045770449770655953,Shanghai Stocks Exchange (SSEC)
2020-01-06,-0.01225539040658428,Shanghai Stocks Exchange (SSEC)
2020-01-07,0.6938440610024962,Shanghai Stocks Exchange (SSEC)
2020-01-08,-1.2209775687976323,Shanghai Stocks Exchange (SSEC)
2020-01-09,0.912617864323013,Shanghai Stocks Exchange (SSEC)
2020-01-10,-0.08372092806843655,Shanghai Stocks Exchange (SSEC)
2020-01-13,0.7528092239556494,Shanghai Stocks Exchange (SSEC)
2020-01-14,-0.28084747924211984,Shanghai Stocks Exchange (SSEC)
2020-01-15,-0.5401030195740326,Shanghai Stocks Exchange (SSEC)
2020-01-16,-0.5164652819568165,Shanghai Stocks Exchange (SSEC)
2020-01-17,0.046031284624015185,Shanghai Stocks Exchange (SSEC)
2020-01-20,0.6597639658715752,Shanghai Stocks Exchange (SSEC)
2020-01-21,-1.409890747109505,Shanghai Stocks Exchange (SSEC)
2020-01-22,0.28226065324719485,Shanghai Stocks Exchange (SSEC)
2020-01-23,-2.7518311730158893,Shanghai Stocks Exchange (SSEC)
2020-02-03,-7.724506980259367,Shanghai Stocks Exchange (SSEC)
2020-02-04,1.3355439249125534,Shanghai Stocks Exchange (SSEC)
2020-02-05,1.250312720952024,Shanghai Stocks Exchange (SSEC)
2020-02-06,1.718261490517857,Shanghai Stocks Exchange (SSEC)
2020-02-07,0.32966746904888905,Shanghai Stocks Exchange (SSEC)
2020-02-10,0.5051557113802272,Shanghai Stocks Exchange (SSEC)
2020-02-11,0.38685110807811884,Shanghai Stocks Exchange (SSEC)
2020-02-12,0.8694649866519105,Shanghai Stocks Exchange (SSEC)
2020-02-13,-0.7115022256152913,Shanghai Stocks Exchange (SSEC)
2020-02-14,0.3762492659878081,Shanghai Stocks Exchange (SSEC)
2020-02-17,2.2836417211856843,Shanghai Stocks Exchange (SSEC)
2020-02-18,0.04524212411393144,Shanghai Stocks Exchange (SSEC)
2020-02-19,-0.3206001343951051,Shanghai Stocks Exchange (SSEC)
2020-02-20,1.8401530670426165,Shanghai Stocks Exchange (SSEC)
2020-02-21,0.3140068733660417,Shanghai Stocks Exchange (SSEC)
2020-02-24,-0.2775313743911582,Shanghai Stocks Exchange (SSEC)
2020-02-25,-0.5998503427438782,Shanghai Stocks Exchange (SSEC)
2020-02-26,-0.833743004313437,Shanghai Stocks Exchange (SSEC)
2020-02-27,0.11382877743156038,Shanghai Stocks Exchange (SSEC)
2020-02-28,-3.711597186032778,Shanghai Stocks Exchange (SSEC)
2020-03-02,3.1464371266330455,Shanghai Stocks Exchange (SSEC)
2020-03-03,0.739366403333405,Shanghai Stocks Exchange (SSEC)
2020-03-04,0.627119582442113,Shanghai Stocks Exchange (SSEC)
2020-03-05,1.9926175638726527,Shanghai Stocks Exchange (SSEC)
2020-03-06,-1.20995846815277,Shanghai Stocks Exchange (SSEC)
2020-03-09,-3.006084684512645,Shanghai Stocks Exchange (SSEC)
2020-03-10,1.8167060854440427,Shanghai Stocks Exchange (SSEC)
2020-03-11,-0.9425130640581378,Shanghai Stocks Exchange (SSEC)
2020-03-12,-1.5169528971786956,Shanghai Stocks Exchange (SSEC)
2020-03-13,-1.2334275233033816,Shanghai Stocks Exchange (SSEC)
2020-03-16,-3.4000200154670437,Shanghai Stocks Exchange (SSEC)
2020-03-17,-0.344636713757811,Shanghai Stocks Exchange (SSEC)
2020-03-18,-1.8306323345851334,Shanghai Stocks Exchange (SSEC)
2020-03-19,-0.9757640472510323,Shanghai Stocks Exchange (SSEC)
2020-03-20,1.6093984702066995,Shanghai Stocks Exchange (SSEC)
2020-03-23,-3.112159101875329,Shanghai Stocks Exchange (SSEC)
2020-03-24,2.34075520834342,Shanghai Stocks Exchange (SSEC)
2020-03-25,2.1727979208612207,Shanghai Stocks Exchange (SSEC)
2020-03-26,-0.5996630926766581,Shanghai Stocks Exchange (SSEC)
2020-03-27,0.2637333459465404,Shanghai Stocks Exchange (SSEC)
2020-03-30,-0.9014048059493516,Shanghai Stocks Exchange (SSEC)
2020-03-31,0.11217862443485668,Shanghai Stocks Exchange (SSEC)
2020-04-01,-0.5735355607180549,Shanghai Stocks Exchange (SSEC)
2020-04-02,1.6864361104184953,Shanghai Stocks Exchange (SSEC)
2020-04-03,-0.5988150332865172,Shanghai Stocks Exchange (SSEC)
2020-04-07,2.054129659328401,Shanghai Stocks Exchange (SSEC)
2020-04-08,-0.1912263850826295,Shanghai Stocks Exchange (SSEC)
2020-04-09,0.37420165488680085,Shanghai Stocks Exchange (SSEC)
2020-04-10,-1.0358790833299447,Shanghai Stocks Exchange (SSEC)
2020-04-13,-0.4856918018458849,Shanghai Stocks Exchange (SSEC)
2020-04-14,1.5894394014813364,Shanghai Stocks Exchange (SSEC)
2020-04-15,-0.5697656454484478,Shanghai Stocks Exchange (SSEC)
2020-04-16,0.31164868398800866,Shanghai Stocks Exchange (SSEC)
2020-04-17,0.6581732419959259,Shanghai Stocks Exchange (SSEC)
2020-04-20,0.495257572077765,Shanghai Stocks Exchange (SSEC)
2020-04-21,-0.8953397250821002,Shanghai Stocks Exchange (SSEC)
2020-04-22,0.60017556927071,Shanghai Stocks Exchange (SSEC)
2020-04-23,-0.1927213636714917,Shanghai Stocks Exchange (SSEC)
2020-04-24,-1.055838658289355,Shanghai Stocks Exchange (SSEC)
2020-04-27,0.2480324706827853,Shanghai Stocks Exchange (SSEC)
2020-04-28,-0.19432429369047596,Shanghai Stocks Exchange (SSEC)
2020-04-29,0.4419168422411534,Shanghai Stocks Exchange (SSEC)
2020-04-30,1.3336018029876922,Shanghai Stocks Exchange (SSEC)
2020-05-06,0.6313756670009342,Shanghai Stocks Exchange (SSEC)
2020-05-07,-0.22990348787746973,Shanghai Stocks Exchange (SSEC)
2020-05-08,0.8294253405947537,Shanghai Stocks Exchange (SSEC)
2020-05-11,-0.01865200576050529,Shanghai Stocks Exchange (SSEC)
2020-05-12,-0.11206787844019851,Shanghai Stocks Exchange (SSEC)
2020-05-13,0.2245898473563295,Shanghai Stocks Exchange (SSEC)
2020-05-14,-0.9560914246308817,Shanghai Stocks Exchange (SSEC)
2020-05-15,-0.06560392361267053,Shanghai Stocks Exchange (SSEC)
2020-05-18,0.24260360837706899,Shanghai Stocks Exchange (SSEC)
2020-05-19,0.8053771399381596,Shanghai Stocks Exchange (SSEC)
2020-05-20,-0.5119027884233546,Shanghai Stocks Exchange (SSEC)
2020-05-21,-0.5483842428507066,Shanghai Stocks Exchange (SSEC)
2020-05-22,-1.8884283419062442,Shanghai Stocks Exchange (SSEC)
2020-01-06,-1.9096548129188955,Nikkei 225
2020-01-07,1.5982054534644172,Nikkei 225
2020-01-08,-1.5734871551680507,Nikkei 225
2020-01-09,2.306032815664186,Nikkei 225
2020-01-10,0.4663091078662023,Nikkei 225
2020-01-14,0.7320563269920362,Nikkei 225
2020-01-15,-0.45198366693159364,Nikkei 225
2020-01-16,0.06920212231859271,Nikkei 225
2020-01-17,0.4517959126912006,Nikkei 225
2020-01-20,0.17573954281610252,Nikkei 225
2020-01-21,-0.9091250450094313,Nikkei 225
2020-01-22,0.6988985264217101,Nikkei 225
2020-01-23,-0.9816766841578087,Nikkei 225
2020-01-24,0.13338789167013887,Nikkei 225
2020-01-27,-2.0299084001267254,Nikkei 225
2020-01-28,-0.5474704930024663,Nikkei 225
2020-01-29,0.7050805096477508,Nikkei 225
2020-01-30,-1.7179670320142868,Nikkei 225
2020-01-31,0.989782237164214,Nikkei 225
2020-02-03,-1.0051214346795845,Nikkei 225
2020-02-04,0.49038258711450566,Nikkei 225
2020-02-05,1.017868216796907,Nikkei 225
2020-02-06,2.3758136260045073,Nikkei 225
2020-02-07,-0.1910453153381234,Nikkei 225
2020-02-10,-0.5959380409294056,Nikkei 225
2020-02-12,0.7398066937923131,Nikkei 225
2020-02-13,-0.14031336920408688,Nikkei 225
2020-02-14,-0.588140885605214,Nikkei 225
2020-02-17,-0.6938215794952511,Nikkei 225
2020-02-18,-1.4004850085399125,Nikkei 225
2020-02-19,0.8920419725665855,Nikkei 225
2020-02-20,0.33525140110472934,Nikkei 225
2020-02-21,-0.39358390512895636,Nikkei 225
2020-02-25,-3.3409105766013916,Nikkei 225
2020-02-26,-0.7928221685127591,Nikkei 225
2020-02-27,-2.131253662159994,Nikkei 225
2020-02-28,-3.668949677457473,Nikkei 225
2020-03-02,0.9512345058469543,Nikkei 225
2020-03-03,-1.2244594662544481,Nikkei 225
2020-03-04,0.08220034888500233,Nikkei 225
2020-03-05,1.085582638446816,Nikkei 225
2020-03-06,-2.7163294328751917,Nikkei 225
2020-03-09,-5.06507420089399,Nikkei 225
2020-03-10,0.8546699233856733,Nikkei 225
2020-03-11,-2.2703774553258884,Nikkei 225
2020-03-12,-4.410934370166703,Nikkei 225
2020-03-13,-6.080832569214188,Nikkei 225
2020-03-16,-2.4611925201183404,Nikkei 225
2020-03-17,0.05581821077363315,Nikkei 225
2020-03-18,-1.6752080957839306,Nikkei 225
2020-03-19,-1.0385925064558752,Nikkei 225
2020-03-23,2.0235163257380107,Nikkei 225
2020-03-24,7.132792836853236,Nikkei 225
2020-03-25,8.038100531047505,Nikkei 225
2020-03-26,-4.512446448508438,Nikkei 225
2020-03-27,3.883448314907806,Nikkei 225
2020-03-30,-1.5702317700887765,Nikkei 225
2020-03-31,-0.8800691371959913,Nikkei 225
2020-04-01,-4.501766508206799,Nikkei 225
2020-04-02,-1.3655347477293263,Nikkei 225
2020-04-03,0.008242735404414964,Nikkei 225
2020-04-06,4.243003869258598,Nikkei 225
2020-04-07,2.012666092177001,Nikkei 225
2020-04-08,2.1269484122899076,Nikkei 225
2020-04-09,-0.038601820210315115,Nikkei 225
2020-04-10,0.7894773519102471,Nikkei 225
2020-04-13,-2.334023689001722,Nikkei 225
2020-04-14,3.126595795787581,Nikkei 225
2020-04-15,-0.4517621002945901,Nikkei 225
2020-04-16,-1.329357701544075,Nikkei 225
2020-04-17,3.1469895158058967,Nikkei 225
2020-04-20,-1.146593187619944,Nikkei 225
2020-04-21,-1.9743631690679497,Nikkei 225
2020-04-22,-0.7407899639317295,Nikkei 225
2020-04-23,1.5231006763807884,Nikkei 225
2020-04-24,-0.8617822114993935,Nikkei 225
2020-04-27,2.7059531876232947,Nikkei 225
2020-04-28,-0.060815426267652864,Nikkei 225
2020-04-30,2.136947809864275,Nikkei 225
2020-05-01,-2.8441550779353677,Nikkei 225
2020-05-07,0.2824758368879778,Nikkei 225
2020-05-08,2.5632844756091213,Nikkei 225
2020-05-11,1.0484631053016065,Nikkei 225
2020-05-12,-0.11858216857627603,Nikkei 225
2020-05-13,-0.488202604035289,Nikkei 225
2020-05-14,-1.7381487213238198,Nikkei 225
2020-05-15,0.6160821778149486,Nikkei 225
2020-05-18,0.4803987859884295,Nikkei 225
2020-05-19,1.4886399242379766,Nikkei 225
2020-05-20,0.7913552443688434,Nikkei 225
2020-05-21,-0.20800937690029742,Nikkei 225
2020-05-22,-0.7986955560281764,Nikkei 225
